seasonday,season,day,datetime,timestamp,name,tag,result,mode,brawler,points,used_tickets,with_club_mate,type,map_id,map_name,starplayer,equipes,Joueur1,Joueur2,Joueur3
Saison 5 J3,Saison 5,J3,2022-06-13 11:17:22,20220613T111722.000Z,bazook.F,#R2UPR9VC,defeat,bounty,BO,1,1,False,ranked,,,,['bazook.F'],bazook.F,,
Saison 6 J3,Saison 6,J3,2022-06-20 10:33:00,20220620T103300.000Z,HugoNeet🚭,#PCYC9V2Q0,defeat,knockout,JESSIE,1,1,False,ranked,,,,['HugoNeet🚭'],HugoNeet🚭,,
Saison 6 J3,Saison 6,J3,2022-06-20 11:56:54,20220620T115654.000Z,bab2o,#29RG28UJY,defeat,knockout,EVE,1,1,False,ranked,,,,['bab2o'],bab2o,,
Saison 6 J3,Saison 6,J3,2022-06-20 10:09:13,20220620T100913.000Z,bab2o,#29RG28UJY,victory,knockout,EVE,3,1,True,ranked,,,,['bab2o'],bab2o,,
Saison 6 J3,Saison 6,J3,2022-06-20 10:31:15,20220620T103115.000Z,HugoNeet🚭,#PCYC9V2Q0,victory,knockout,EMZ,3,1,True,ranked,,,,['HugoNeet🚭'],HugoNeet🚭,,
Saison 2 J1,Saison 2,J1,2022-05-19 11:18:52,20220519T111852.000Z,ulyssigno,#P0UULUC2R,defeat,heist,SHELLY,1,1,False,,,,,['ulyssigno'],ulyssigno,,
Saison 2 J1,Saison 2,J1,2022-05-19 11:22:11,20220519T112211.000Z,ulyssigno,#P0UULUC2R,defeat,heist,RICO,1,1,False,,,,,['ulyssigno'],ulyssigno,,
Saison 2 J2,Saison 2,J2,2022-05-21 11:45:55,20220521T114555.000Z,Hermione,#L29YPY8G,defeat,hotZone,MORTIS,1,1,False,,,,,['Hermione'],Hermione,,
Saison 3 J1,Saison 3,J1,2022-05-26 12:51:29,20220526T125129.000Z,ulyssigno,#P0UULUC2R,defeat,gemGrab,SPIKE,1,1,False,,,,,['ulyssigno'],ulyssigno,,
Saison 4 J1,Saison 4,J1,2022-06-02 11:51:14,20220602T115114.000Z,Hermione,#L29YPY8G,defeat,heist,COLT,1,1,False,,,,,['Hermione'],Hermione,,
Saison 4 J1,Saison 4,J1,2022-06-02 11:54:25,20220602T115425.000Z,Hermione,#L29YPY8G,defeat,heist,COLT,1,1,False,,,,,['Hermione'],Hermione,,
Saison 4 J1,Saison 4,J1,2022-06-02 11:56:53,20220602T115653.000Z,Hermione,#L29YPY8G,defeat,heist,SURGE,1,1,False,,,,,['Hermione'],Hermione,,
Saison 1 J1,Saison 1,J1,2022-05-11 21:31:56,20220511T213156.000Z,Kralito,#YR9UGCV8,defeat,knockout,GALE,3,2,False,,,,,['Kralito'],Kralito,,
Saison 1 J1,Saison 1,J1,2022-05-12 10:55:53,20220512T105553.000Z,bazook.F,#R2UPR9VC,defeat,hotZone,SPIKE,3,2,False,,,,,['bazook.F'],bazook.F,,
Saison 1 J1,Saison 1,J1,2022-05-12 12:34:16,20220512T123416.000Z,Clot,#YY8VGJ9UR,defeat,gemGrab,GALE,3,2,False,,,,,['Clot'],Clot,,
Saison 1 J1,Saison 1,J1,2022-05-12 12:39:38,20220512T123938.000Z,Clot,#YY8VGJ9UR,defeat,gemGrab,JESSIE,3,2,False,,,,,['Clot'],Clot,,
Saison 1 J2,Saison 1,J2,2022-05-14 09:27:29,20220514T092729.000Z,LeK,#CCVV0RUQ,defeat,knockout,BARLEY,3,2,False,,,,,['LeK'],LeK,,
Saison 1 J3,Saison 1,J3,2022-05-15 20:44:22,20220515T204422.000Z,Kralito,#YR9UGCV8,defeat,brawlBall,BO,3,2,False,,,,,['Kralito'],Kralito,,
Saison 1 J3,Saison 1,J3,2022-05-15 20:51:12,20220515T205112.000Z,Kralito,#YR9UGCV8,defeat,brawlBall,JACKY,3,2,False,,,,,['Kralito'],Kralito,,
Saison 1 J3,Saison 1,J3,2022-05-16 11:30:40,20220516T113040.000Z,bazook.F,#R2UPR9VC,defeat,hotZone,TICK,3,2,False,,,,,['bazook.F'],bazook.F,,
Saison 1 J3,Saison 1,J3,2022-05-16 11:39:11,20220516T113911.000Z,bazook.F,#R2UPR9VC,defeat,hotZone,EMZ,3,2,False,,,,,['bazook.F'],bazook.F,,
Saison 1 J3,Saison 1,J3,2022-05-16 14:04:02,20220516T140402.000Z,Louis,#RVJQPP8G,defeat,gemGrab,SPIKE,3,2,False,,,,,['Louis'],Louis,,
Saison 2 J1,Saison 2,J1,2022-05-18 21:32:15,20220518T213215.000Z,Kralito,#YR9UGCV8,defeat,gemGrab,FANG,3,2,False,,,,,['Kralito'],Kralito,,
Saison 2 J1,Saison 2,J1,2022-05-18 21:37:43,20220518T213743.000Z,Kralito,#YR9UGCV8,defeat,gemGrab,BROCK,3,2,False,,,,,['Kralito'],Kralito,,
Saison 2 J1,Saison 2,J1,2022-05-19 10:38:01,20220519T103801.000Z,Clot,#YY8VGJ9UR,defeat,gemGrab,BROCK,3,2,False,,,,,['Clot'],Clot,,
Saison 2 J1,Saison 2,J1,2022-05-19 14:04:31,20220519T140431.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,defeat,hotZone,JESSIE,3,2,False,,,,,['🌑🈲Kãgâmíī㊙️🎴'],🌑🈲Kãgâmíī㊙️🎴,,
Saison 2 J3,Saison 2,J3,2022-05-23 10:28:37,20220523T102837.000Z,💠 GoJo 💠,#LUUGUJVQ,defeat,bounty,MAX,3,2,False,,,,,['💠 GoJo 💠'],💠 GoJo 💠,,
Saison 2 J3,Saison 2,J3,2022-05-23 10:36:36,20220523T103636.000Z,💠 GoJo 💠,#LUUGUJVQ,defeat,hotZone,MORTIS,3,2,False,,,,,['💠 GoJo 💠'],💠 GoJo 💠,,
Saison 2 J3,Saison 2,J3,2022-05-23 11:59:09,20220523T115909.000Z,Kralito,#YR9UGCV8,defeat,knockout,BROCK,3,2,False,,,,,['Kralito'],Kralito,,
Saison 2 J3,Saison 2,J3,2022-05-23 12:08:59,20220523T120859.000Z,Kralito,#YR9UGCV8,defeat,gemGrab,POCO,3,2,False,,,,,['Kralito'],Kralito,,
Saison 2 J3,Saison 2,J3,2022-05-23 12:46:42,20220523T124642.000Z,Kralito,#YR9UGCV8,defeat,gemGrab,TARA,3,2,False,,,,,['Kralito'],Kralito,,
Saison 3 J1,Saison 3,J1,2022-05-26 04:42:52,20220526T044252.000Z,Clot,#YY8VGJ9UR,defeat,gemGrab,DARRYL,3,2,False,,,,,['Clot'],Clot,,
Saison 3 J1,Saison 3,J1,2022-05-26 10:38:47,20220526T103847.000Z,LeK,#CCVV0RUQ,defeat,bounty,LEON,3,2,False,,,,,['LeK'],LeK,,
Saison 3 J1,Saison 3,J1,2022-05-26 13:49:57,20220526T134957.000Z,Warlex,#9P8JPLG2G,defeat,gemGrab,SPIKE,3,2,False,,,,,['Warlex'],Warlex,,
Saison 3 J2,Saison 3,J2,2022-05-28 11:23:46,20220528T112346.000Z,bazook.F,#R2UPR9VC,defeat,bounty,BO,3,2,False,,,,,['bazook.F'],bazook.F,,
Saison 3 J2,Saison 3,J2,2022-05-28 11:34:29,20220528T113429.000Z,bazook.F,#R2UPR9VC,defeat,brawlBall,BIBI,3,2,False,,,,,['bazook.F'],bazook.F,,
Saison 3 J2,Saison 3,J2,2022-05-28 12:03:53,20220528T120353.000Z,Kralito,#YR9UGCV8,defeat,knockout,JANET,3,2,False,,,,,['Kralito'],Kralito,,
Saison 3 J2,Saison 3,J2,2022-05-28 12:44:54,20220528T124454.000Z,Juliette,#YQPRCLC9J,defeat,knockout,EMZ,3,2,False,,,,,['Juliette'],Juliette,,
Saison 3 J3,Saison 3,J3,2022-05-29 22:17:30,20220529T221730.000Z,Kralito,#YR9UGCV8,defeat,gemGrab,SURGE,3,2,False,,,,,['Kralito'],Kralito,,
Saison 3 J3,Saison 3,J3,2022-05-29 22:23:58,20220529T222358.000Z,Kralito,#YR9UGCV8,defeat,bounty,SPIKE,3,2,False,,,,,['Kralito'],Kralito,,
Saison 3 J3,Saison 3,J3,2022-05-30 10:28:38,20220530T102838.000Z,Warlex,#9P8JPLG2G,defeat,knockout,BROCK,3,2,False,,,,,['Warlex'],Warlex,,
Saison 3 J3,Saison 3,J3,2022-05-30 12:43:47,20220530T124347.000Z,Zeuss,#JQLGVVP8,defeat,gemGrab,SHELLY,3,2,False,,,,,['Zeuss'],Zeuss,,
Saison 3 J3,Saison 3,J3,2022-05-30 12:49:56,20220530T124956.000Z,Zeuss,#JQLGVVP8,defeat,hotZone,DYNAMIKE,3,2,False,,,,,['Zeuss'],Zeuss,,
Saison 4 J1,Saison 4,J1,2022-06-02 11:44:19,20220602T114419.000Z,BOOTES,#2998YYCUP,defeat,bounty,PIPER,3,2,False,,,,,['BOOTES'],BOOTES,,
Saison 4 J1,Saison 4,J1,2022-06-02 12:06:50,20220602T120650.000Z,Clot,#YY8VGJ9UR,defeat,hotZone,BO,3,2,False,,,,,['Clot'],Clot,,
Saison 4 J1,Saison 4,J1,2022-06-02 13:01:16,20220602T130116.000Z,BOOTES,#2998YYCUP,defeat,heist,DYNAMIKE,3,2,False,,,,,['BOOTES'],BOOTES,,
Saison 4 J1,Saison 4,J1,2022-06-02 13:31:21,20220602T133121.000Z,Kralito,#YR9UGCV8,defeat,hotZone,BROCK,3,2,False,,,,,['Kralito'],Kralito,,
Saison 4 J1,Saison 4,J1,2022-06-02 13:36:33,20220602T133633.000Z,Kralito,#YR9UGCV8,defeat,hotZone,TARA,3,2,False,,,,,['Kralito'],Kralito,,
Saison 4 J2,Saison 4,J2,2022-06-04 12:54:54,20220604T125454.000Z,BOOTES,#2998YYCUP,defeat,heist,COLT,3,2,False,,,,,['BOOTES'],BOOTES,,
Saison 4 J3,Saison 4,J3,2022-06-06 11:57:54,20220606T115754.000Z,bazook.F,#R2UPR9VC,defeat,bounty,BEA,3,2,False,,,,,['bazook.F'],bazook.F,,
Saison 4 J3,Saison 4,J3,2022-06-06 12:34:35,20220606T123435.000Z,LeK,#CCVV0RUQ,defeat,knockout,BO,3,2,False,,,,,['LeK'],LeK,,
Saison 4 J3,Saison 4,J3,2022-06-06 12:43:27,20220606T124327.000Z,LeK,#CCVV0RUQ,defeat,gemGrab,LEON,3,2,False,,,,,['LeK'],LeK,,
Saison 4 J3,Saison 4,J3,2022-06-06 12:47:36,20220606T124736.000Z,LeK,#CCVV0RUQ,defeat,knockout,BEA,3,2,False,,,,,['LeK'],LeK,,
Saison 4 J3,Saison 4,J3,2022-06-06 13:16:12,20220606T131612.000Z,Kralito,#YR9UGCV8,defeat,brawlBall,SHELLY,3,2,False,,,,,['Kralito'],Kralito,,
Saison 4 J3,Saison 4,J3,2022-06-06 13:25:55,20220606T132555.000Z,Kralito,#YR9UGCV8,defeat,gemGrab,SURGE,3,2,False,,,,,['Kralito'],Kralito,,
Saison 4 J3,Saison 4,J3,2022-06-06 13:45:06,20220606T134506.000Z,poseidon,#U20VP2L2,defeat,knockout,DYNAMIKE,3,2,False,,,,,['poseidon'],poseidon,,
Saison 4 J3,Saison 4,J3,2022-06-06 13:50:28,20220606T135028.000Z,kozuka98,#YY82CQ9R,defeat,brawlBall,SPIKE,3,2,False,,,,,['kozuka98'],kozuka98,,
Saison 5 J1,Saison 5,J1,2022-06-09 11:34:25,20220609T113425.000Z,Kralito,#YR9UGCV8,defeat,brawlBall,FANG,3,2,False,,,,,['Kralito'],Kralito,,
Saison 5 J1,Saison 5,J1,2022-06-09 11:42:03,20220609T114203.000Z,Kralito,#YR9UGCV8,defeat,heist,BROCK,3,2,False,,,,,['Kralito'],Kralito,,
Saison 5 J1,Saison 5,J1,2022-06-09 12:04:31,20220609T120431.000Z,Clot,#YY8VGJ9UR,defeat,knockout,BROCK,3,2,False,,,,,['Clot'],Clot,,
Saison 5 J1,Saison 5,J1,2022-06-09 12:17:29,20220609T121729.000Z,BOOTES,#2998YYCUP,defeat,gemGrab,8-BIT,3,2,False,,,,,['BOOTES'],BOOTES,,
Saison 5 J1,Saison 5,J1,2022-06-09 12:30:47,20220609T123047.000Z,BOOTES,#2998YYCUP,defeat,brawlBall,DARRYL,3,2,False,,,,,['BOOTES'],BOOTES,,
Saison 5 J1,Saison 5,J1,2022-06-09 13:23:38,20220609T132338.000Z,LeK,#CCVV0RUQ,defeat,bounty,BARLEY,3,2,False,,,,,['LeK'],LeK,,
Saison 5 J1,Saison 5,J1,2022-06-09 13:27:19,20220609T132719.000Z,LeK,#CCVV0RUQ,defeat,brawlBall,POCO,3,2,False,,,,,['LeK'],LeK,,
Saison 5 J1,Saison 5,J1,2022-06-09 13:35:18,20220609T133518.000Z,Thomazinho,#PVJCL00P,defeat,knockout,MR. P,3,2,False,,,,,['Thomazinho'],Thomazinho,,
Saison 5 J1,Saison 5,J1,2022-06-09 13:42:28,20220609T134228.000Z,Zeuss,#JQLGVVP8,defeat,gemGrab,BROCK,3,2,False,,,,,['Zeuss'],Zeuss,,
Saison 5 J1,Saison 5,J1,2022-06-09 13:45:28,20220609T134528.000Z,Warlex,#9P8JPLG2G,defeat,hotZone,BO,3,2,False,,,,,['Warlex'],Warlex,,
Saison 1 J1,Saison 1,J1,2022-05-11 15:57:19,20220511T155719.000Z,Paffiver Fils,#L2J88PJU9,defeat,gemGrab,RICO,5,2,True,,,,,"['Paffiver Fils', 'ulyssigno']",Paffiver Fils,ulyssigno,
Saison 1 J1,Saison 1,J1,2022-05-11 15:57:19,20220511T155719.000Z,ulyssigno,#P0UULUC2R,defeat,gemGrab,LEON,5,2,True,,,,,"['Paffiver Fils', 'ulyssigno']",Paffiver Fils,ulyssigno,
Saison 1 J1,Saison 1,J1,2022-05-11 17:46:27,20220511T174627.000Z,bazook.F,#R2UPR9VC,defeat,gemGrab,TICK,5,2,True,,,,,"['bazook.F', 'Hermione']",bazook.F,Hermione,
Saison 1 J1,Saison 1,J1,2022-05-11 17:46:27,20220511T174627.000Z,Hermione,#L29YPY8G,defeat,gemGrab,GALE,5,2,True,,,,,"['bazook.F', 'Hermione']",bazook.F,Hermione,
Saison 1 J1,Saison 1,J1,2022-05-12 09:26:57,20220512T092657.000Z,Juliette,#YQPRCLC9J,defeat,bounty,BO,5,2,True,,,,,"['Juliette', 'Croqueur']",Juliette,Croqueur,
Saison 1 J1,Saison 1,J1,2022-05-12 09:26:57,20220512T092657.000Z,Croqueur,#8G8YVU0VU,defeat,bounty,JESSIE,5,2,True,,,,,"['Juliette', 'Croqueur']",Juliette,Croqueur,
Saison 1 J1,Saison 1,J1,2022-05-12 09:49:46,20220512T094946.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,defeat,hotZone,COLONEL RUFFS,5,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', 'Louis', '♣️megumi♣️']",🌑🈲Kãgâmíī㊙️🎴,Louis,♣️megumi♣️
Saison 1 J1,Saison 1,J1,2022-05-12 09:49:46,20220512T094946.000Z,Louis,#RVJQPP8G,defeat,hotZone,SPIKE,5,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', 'Louis', '♣️megumi♣️']",🌑🈲Kãgâmíī㊙️🎴,Louis,♣️megumi♣️
Saison 1 J1,Saison 1,J1,2022-05-12 09:49:46,20220512T094946.000Z,♣️megumi♣️,#2PC8U08Q,defeat,hotZone,SQUEAK,5,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', 'Louis', '♣️megumi♣️']",🌑🈲Kãgâmíī㊙️🎴,Louis,♣️megumi♣️
Saison 1 J1,Saison 1,J1,2022-05-12 10:06:03,20220512T100603.000Z,HugoNeet🚭,#PCYC9V2Q0,defeat,brawlBall,DYNAMIKE,5,2,True,,,,,"['HugoNeet🚭', 'Maitre Yoda']",HugoNeet🚭,Maitre Yoda,
Saison 1 J1,Saison 1,J1,2022-05-12 10:06:03,20220512T100603.000Z,Maitre Yoda,#280CU8P8Y,defeat,brawlBall,NITA,5,2,True,,,,,"['HugoNeet🚭', 'Maitre Yoda']",HugoNeet🚭,Maitre Yoda,
Saison 1 J1,Saison 1,J1,2022-05-12 11:29:14,20220512T112914.000Z,Warlex,#9P8JPLG2G,defeat,hotZone,NITA,5,2,True,,,,,"['Warlex', 'BOOTES']",Warlex,BOOTES,
Saison 1 J1,Saison 1,J1,2022-05-12 11:29:14,20220512T112914.000Z,BOOTES,#2998YYCUP,defeat,hotZone,RICO,5,2,True,,,,,"['Warlex', 'BOOTES']",Warlex,BOOTES,
Saison 1 J1,Saison 1,J1,2022-05-12 11:56:10,20220512T115610.000Z,💠 GoJo 💠,#LUUGUJVQ,defeat,heist,PIPER,5,2,True,,,,,"['💠 GoJo 💠', '⚡️ Sukuna ⚡️', 'kozuka98']",💠 GoJo 💠,⚡️ Sukuna ⚡️,kozuka98
Saison 1 J1,Saison 1,J1,2022-05-12 11:56:10,20220512T115610.000Z,⚡️ Sukuna ⚡️,#9RGCQ0UYC,defeat,heist,LOLA,5,2,True,,,,,"['💠 GoJo 💠', '⚡️ Sukuna ⚡️', 'kozuka98']",💠 GoJo 💠,⚡️ Sukuna ⚡️,kozuka98
Saison 1 J1,Saison 1,J1,2022-05-12 11:56:10,20220512T115610.000Z,kozuka98,#YY82CQ9R,defeat,heist,SPIKE,5,2,True,,,,,"['💠 GoJo 💠', '⚡️ Sukuna ⚡️', 'kozuka98']",💠 GoJo 💠,⚡️ Sukuna ⚡️,kozuka98
Saison 1 J1,Saison 1,J1,2022-05-12 12:16:43,20220512T121643.000Z,Thomazinho,#PVJCL00P,defeat,hotZone,BO,5,2,True,,,,,"['Thomazinho', 'LeK', 'Cryox']",Thomazinho,LeK,Cryox
Saison 1 J1,Saison 1,J1,2022-05-12 12:16:43,20220512T121643.000Z,LeK,#CCVV0RUQ,defeat,hotZone,BARLEY,5,2,True,,,,,"['Thomazinho', 'LeK', 'Cryox']",Thomazinho,LeK,Cryox
Saison 1 J1,Saison 1,J1,2022-05-12 12:16:43,20220512T121643.000Z,Cryox,#VYCUP02,defeat,hotZone,BROCK,5,2,True,,,,,"['Thomazinho', 'LeK', 'Cryox']",Thomazinho,LeK,Cryox
Saison 1 J1,Saison 1,J1,2022-05-12 12:27:05,20220512T122705.000Z,LeK,#CCVV0RUQ,defeat,heist,RICO,5,2,True,,,,,"['LeK', 'Cryox']",LeK,Cryox,
Saison 1 J1,Saison 1,J1,2022-05-12 12:27:05,20220512T122705.000Z,Cryox,#VYCUP02,defeat,heist,BARLEY,5,2,True,,,,,"['LeK', 'Cryox']",LeK,Cryox,
Saison 1 J2,Saison 1,J2,2022-05-13 16:09:43,20220513T160943.000Z,Paffiver Fils,#L2J88PJU9,defeat,heist,PAM,5,2,True,,,,,"['Paffiver Fils', 'Juliette', 'mthg_']",Paffiver Fils,Juliette,mthg_
Saison 1 J2,Saison 1,J2,2022-05-13 16:09:43,20220513T160943.000Z,Juliette,#YQPRCLC9J,defeat,heist,BO,5,2,True,,,,,"['Paffiver Fils', 'Juliette', 'mthg_']",Paffiver Fils,Juliette,mthg_
Saison 1 J2,Saison 1,J2,2022-05-13 16:09:43,20220513T160943.000Z,mthg_,#L0VRP2G9,defeat,heist,BELLE,5,2,True,,,,,"['Paffiver Fils', 'Juliette', 'mthg_']",Paffiver Fils,Juliette,mthg_
Saison 1 J2,Saison 1,J2,2022-05-13 16:16:33,20220513T161633.000Z,Juliette,#YQPRCLC9J,defeat,knockout,BO,5,2,True,,,,,"['Juliette', 'Paffiver Fils', 'mthg_']",Juliette,Paffiver Fils,mthg_
Saison 1 J2,Saison 1,J2,2022-05-13 16:16:33,20220513T161633.000Z,Paffiver Fils,#L2J88PJU9,defeat,knockout,BARLEY,5,2,True,,,,,"['Juliette', 'Paffiver Fils', 'mthg_']",Juliette,Paffiver Fils,mthg_
Saison 1 J2,Saison 1,J2,2022-05-13 16:16:33,20220513T161633.000Z,mthg_,#L0VRP2G9,defeat,knockout,SPIKE,5,2,True,,,,,"['Juliette', 'Paffiver Fils', 'mthg_']",Juliette,Paffiver Fils,mthg_
Saison 1 J2,Saison 1,J2,2022-05-13 16:49:36,20220513T164936.000Z,Croqueur,#8G8YVU0VU,defeat,brawlBall,JESSIE,5,2,True,,,,,"['Croqueur', 'poseidon']",Croqueur,poseidon,
Saison 1 J2,Saison 1,J2,2022-05-13 16:49:36,20220513T164936.000Z,poseidon,#U20VP2L2,defeat,brawlBall,DYNAMIKE,5,2,True,,,,,"['Croqueur', 'poseidon']",Croqueur,poseidon,
Saison 1 J2,Saison 1,J2,2022-05-13 17:00:54,20220513T170054.000Z,poseidon,#U20VP2L2,defeat,hotZone,BIBI,5,2,True,,,,,"['poseidon', 'Croqueur']",poseidon,Croqueur,
Saison 1 J2,Saison 1,J2,2022-05-13 17:00:54,20220513T170054.000Z,Croqueur,#8G8YVU0VU,defeat,hotZone,JESSIE,5,2,True,,,,,"['poseidon', 'Croqueur']",poseidon,Croqueur,
Saison 1 J2,Saison 1,J2,2022-05-13 17:11:09,20220513T171109.000Z,Zeuss,#JQLGVVP8,defeat,brawlBall,ROSA,5,2,True,,,,,"['Zeuss', 'Warlex']",Zeuss,Warlex,
Saison 1 J2,Saison 1,J2,2022-05-13 17:11:09,20220513T171109.000Z,Warlex,#9P8JPLG2G,defeat,brawlBall,JESSIE,5,2,True,,,,,"['Zeuss', 'Warlex']",Zeuss,Warlex,
Saison 1 J2,Saison 1,J2,2022-05-13 17:18:45,20220513T171845.000Z,Warlex,#9P8JPLG2G,defeat,gemGrab,POCO,5,2,True,,,,,"['Warlex', 'Zeuss']",Warlex,Zeuss,
Saison 1 J2,Saison 1,J2,2022-05-13 17:18:45,20220513T171845.000Z,Zeuss,#JQLGVVP8,defeat,gemGrab,JESSIE,5,2,True,,,,,"['Warlex', 'Zeuss']",Warlex,Zeuss,
Saison 1 J2,Saison 1,J2,2022-05-13 18:40:45,20220513T184045.000Z,tonio,#9GY2PU0Q,defeat,hotZone,AMBER,5,2,True,,,,,"['tonio', 'bab2o', 'BOOTES']",tonio,bab2o,BOOTES
Saison 1 J2,Saison 1,J2,2022-05-13 18:40:45,20220513T184045.000Z,bab2o,#29RG28UJY,defeat,hotZone,TARA,5,2,True,,,,,"['tonio', 'bab2o', 'BOOTES']",tonio,bab2o,BOOTES
Saison 1 J2,Saison 1,J2,2022-05-13 18:40:45,20220513T184045.000Z,BOOTES,#2998YYCUP,defeat,hotZone,SPROUT,5,2,True,,,,,"['tonio', 'bab2o', 'BOOTES']",tonio,bab2o,BOOTES
Saison 1 J2,Saison 1,J2,2022-05-14 06:51:52,20220514T065152.000Z,ulyssigno,#P0UULUC2R,defeat,hotZone,SPIKE,5,2,True,,,,,['ulyssigno'],ulyssigno,,
Saison 1 J2,Saison 1,J2,2022-05-14 08:54:12,20220514T085412.000Z,Thomazinho,#PVJCL00P,defeat,heist,PENNY,5,2,True,,,,,"['Thomazinho', 'Kralito', 'Clot']",Thomazinho,Kralito,Clot
Saison 1 J2,Saison 1,J2,2022-05-14 08:54:12,20220514T085412.000Z,Kralito,#YR9UGCV8,defeat,heist,BULL,5,2,True,,,,,"['Thomazinho', 'Kralito', 'Clot']",Thomazinho,Kralito,Clot
Saison 1 J2,Saison 1,J2,2022-05-14 08:54:12,20220514T085412.000Z,Clot,#YY8VGJ9UR,defeat,heist,RICO,5,2,True,,,,,"['Thomazinho', 'Kralito', 'Clot']",Thomazinho,Kralito,Clot
Saison 1 J2,Saison 1,J2,2022-05-14 10:47:48,20220514T104748.000Z,Maitre Yoda,#280CU8P8Y,defeat,gemGrab,COLONEL RUFFS,5,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 1 J2,Saison 1,J2,2022-05-14 10:47:48,20220514T104748.000Z,HugoNeet🚭,#PCYC9V2Q0,defeat,gemGrab,SPIKE,5,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 1 J2,Saison 1,J2,2022-05-14 12:21:59,20220514T122159.000Z,⚡️ Sukuna ⚡️,#9RGCQ0UYC,defeat,hotZone,SPIKE,5,2,True,,,,,"['⚡️ Sukuna ⚡️', '💠 GoJo 💠']",⚡️ Sukuna ⚡️,💠 GoJo 💠,
Saison 1 J2,Saison 1,J2,2022-05-14 12:21:59,20220514T122159.000Z,💠 GoJo 💠,#LUUGUJVQ,defeat,hotZone,MEG,5,2,True,,,,,"['⚡️ Sukuna ⚡️', '💠 GoJo 💠']",⚡️ Sukuna ⚡️,💠 GoJo 💠,
Saison 1 J2,Saison 1,J2,2022-05-14 13:01:40,20220514T130140.000Z,Cryox,#VYCUP02,defeat,heist,COLT,5,2,True,,,,,"['Cryox', 'CaptainDirty']",Cryox,CaptainDirty,
Saison 1 J2,Saison 1,J2,2022-05-14 13:01:40,20220514T130140.000Z,CaptainDirty,#8L9QQYC2,defeat,heist,SPIKE,5,2,True,,,,,"['Cryox', 'CaptainDirty']",Cryox,CaptainDirty,
Saison 1 J2,Saison 1,J2,2022-05-14 13:14:11,20220514T131411.000Z,Cryox,#VYCUP02,defeat,heist,PENNY,5,2,True,,,,,"['Cryox', 'CaptainDirty']",Cryox,CaptainDirty,
Saison 1 J2,Saison 1,J2,2022-05-14 13:14:11,20220514T131411.000Z,CaptainDirty,#8L9QQYC2,defeat,heist,BARLEY,5,2,True,,,,,"['Cryox', 'CaptainDirty']",Cryox,CaptainDirty,
Saison 1 J3,Saison 1,J3,2022-05-15 16:35:10,20220515T163510.000Z,Raptoris,#22JJ92GP2,defeat,knockout,BARLEY,5,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 1 J3,Saison 1,J3,2022-05-15 16:35:10,20220515T163510.000Z,RaZoR,#Y09GU88RJ,defeat,knockout,PENNY,5,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 1 J3,Saison 1,J3,2022-05-15 16:41:15,20220515T164115.000Z,Raptoris,#22JJ92GP2,defeat,knockout,BELLE,5,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 1 J3,Saison 1,J3,2022-05-15 16:41:15,20220515T164115.000Z,RaZoR,#Y09GU88RJ,defeat,knockout,SURGE,5,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 1 J3,Saison 1,J3,2022-05-15 19:11:39,20220515T191139.000Z,tonio,#9GY2PU0Q,defeat,bounty,BARLEY,5,2,True,,,,,"['tonio', 'Croqueur', 'CaptainDirty']",tonio,Croqueur,CaptainDirty
Saison 1 J3,Saison 1,J3,2022-05-15 19:11:39,20220515T191139.000Z,Croqueur,#8G8YVU0VU,defeat,bounty,JESSIE,5,2,True,,,,,"['tonio', 'Croqueur', 'CaptainDirty']",tonio,Croqueur,CaptainDirty
Saison 1 J3,Saison 1,J3,2022-05-15 19:11:39,20220515T191139.000Z,CaptainDirty,#8L9QQYC2,defeat,bounty,SPIKE,5,2,True,,,,,"['tonio', 'Croqueur', 'CaptainDirty']",tonio,Croqueur,CaptainDirty
Saison 1 J3,Saison 1,J3,2022-05-15 19:31:19,20220515T193119.000Z,Zeuss,#JQLGVVP8,defeat,gemGrab,BO,5,2,True,,,,,"['Zeuss', 'Warlex']",Zeuss,Warlex,
Saison 1 J3,Saison 1,J3,2022-05-15 19:31:19,20220515T193119.000Z,Warlex,#9P8JPLG2G,defeat,gemGrab,POCO,5,2,True,,,,,"['Zeuss', 'Warlex']",Zeuss,Warlex,
Saison 1 J3,Saison 1,J3,2022-05-15 19:35:53,20220515T193553.000Z,Zeuss,#JQLGVVP8,defeat,knockout,BARLEY,5,2,True,,,,,"['Zeuss', 'Warlex']",Zeuss,Warlex,
