seasonday,season,day,datetime,timestamp,name,tag,result,mode,brawler,points,used_tickets,with_club_mate,type,map_id,map_name,starplayer,equipes,Joueur1,Joueur2,Joueur3
Saison 3 J3,Saison 3,J3,2022-05-30 11:46:05,20220530T114605.000Z,BOOTES,#2998YYCUP,victory,heist,COLT,9,2,True,,,,,"['BOOTES', '♣️megumi♣️']",BOOTES,♣️megumi♣️,
Saison 3 J3,Saison 3,J3,2022-05-30 11:46:05,20220530T114605.000Z,♣️megumi♣️,#2PC8U08Q,victory,heist,BELLE,9,2,True,,,,,"['BOOTES', '♣️megumi♣️']",BOOTES,♣️megumi♣️,
Saison 3 J3,Saison 3,J3,2022-05-30 11:52:36,20220530T115236.000Z,poseidon,#U20VP2L2,victory,hotZone,PAM,9,2,True,,,,,"['poseidon', 'Hermione']",poseidon,Hermione,
Saison 3 J3,Saison 3,J3,2022-05-30 11:52:36,20220530T115236.000Z,Hermione,#L29YPY8G,victory,hotZone,SURGE,9,2,True,,,,,"['poseidon', 'Hermione']",poseidon,Hermione,
Saison 3 J3,Saison 3,J3,2022-05-30 12:56:57,20220530T125657.000Z,mthg_,#L0VRP2G9,victory,heist,SPIKE,9,2,True,,,,,"['mthg_', 'Juliette']",mthg_,Juliette,
Saison 3 J3,Saison 3,J3,2022-05-30 12:56:57,20220530T125657.000Z,Juliette,#YQPRCLC9J,victory,heist,JESSIE,9,2,True,,,,,"['mthg_', 'Juliette']",mthg_,Juliette,
Saison 4 J1,Saison 4,J1,2022-06-01 16:20:47,20220601T162047.000Z,Paffiver Fils,#L2J88PJU9,victory,heist,DARRYL,9,2,True,,,,,"['Paffiver Fils', 'ulyssigno']",Paffiver Fils,ulyssigno,
Saison 4 J1,Saison 4,J1,2022-06-01 16:20:47,20220601T162047.000Z,ulyssigno,#P0UULUC2R,victory,heist,SPIKE,9,2,True,,,,,"['Paffiver Fils', 'ulyssigno']",Paffiver Fils,ulyssigno,
Saison 4 J1,Saison 4,J1,2022-06-01 16:23:54,20220601T162354.000Z,Raptoris,#22JJ92GP2,victory,bounty,EVE,9,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 4 J1,Saison 4,J1,2022-06-01 16:23:54,20220601T162354.000Z,RaZoR,#Y09GU88RJ,victory,bounty,SURGE,9,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 4 J1,Saison 4,J1,2022-06-01 16:26:42,20220601T162642.000Z,ulyssigno,#P0UULUC2R,victory,heist,SPIKE,9,2,True,,,,,"['ulyssigno', 'Paffiver Fils']",ulyssigno,Paffiver Fils,
Saison 4 J1,Saison 4,J1,2022-06-01 16:26:42,20220601T162642.000Z,Paffiver Fils,#L2J88PJU9,victory,heist,RICO,9,2,True,,,,,"['ulyssigno', 'Paffiver Fils']",ulyssigno,Paffiver Fils,
Saison 4 J1,Saison 4,J1,2022-06-01 18:00:52,20220601T180052.000Z,LeK,#CCVV0RUQ,victory,gemGrab,LEON,9,2,True,,,,,"['LeK', 'Paffiver', 'Thomazinho']",LeK,Paffiver,Thomazinho
Saison 4 J1,Saison 4,J1,2022-06-01 18:00:52,20220601T180052.000Z,Paffiver,#99RLU8LQ,victory,gemGrab,EVE,9,2,True,,,,,"['LeK', 'Paffiver', 'Thomazinho']",LeK,Paffiver,Thomazinho
Saison 4 J1,Saison 4,J1,2022-06-01 18:00:52,20220601T180052.000Z,Thomazinho,#PVJCL00P,victory,gemGrab,BO,9,2,True,,,,,"['LeK', 'Paffiver', 'Thomazinho']",LeK,Paffiver,Thomazinho
Saison 4 J1,Saison 4,J1,2022-06-01 18:08:38,20220601T180838.000Z,Thomazinho,#PVJCL00P,victory,knockout,MR. P,9,2,True,,,,,"['Thomazinho', 'LeK', 'Paffiver']",Thomazinho,LeK,Paffiver
Saison 4 J1,Saison 4,J1,2022-06-01 18:08:38,20220601T180838.000Z,LeK,#CCVV0RUQ,victory,knockout,BARLEY,9,2,True,,,,,"['Thomazinho', 'LeK', 'Paffiver']",Thomazinho,LeK,Paffiver
Saison 4 J1,Saison 4,J1,2022-06-01 18:08:38,20220601T180838.000Z,Paffiver,#99RLU8LQ,victory,knockout,EVE,9,2,True,,,,,"['Thomazinho', 'LeK', 'Paffiver']",Thomazinho,LeK,Paffiver
Saison 4 J1,Saison 4,J1,2022-06-01 18:14:18,20220601T181418.000Z,bab2o,#29RG28UJY,victory,knockout,SPIKE,9,2,True,,,,,"['bab2o', 'CaptainDirty', 'Juliette']",bab2o,CaptainDirty,Juliette
Saison 4 J1,Saison 4,J1,2022-06-01 18:14:18,20220601T181418.000Z,CaptainDirty,#8L9QQYC2,victory,knockout,GRIFF,9,2,True,,,,,"['bab2o', 'CaptainDirty', 'Juliette']",bab2o,CaptainDirty,Juliette
Saison 4 J1,Saison 4,J1,2022-06-01 18:14:18,20220601T181418.000Z,Juliette,#YQPRCLC9J,victory,knockout,BO,9,2,True,,,,,"['bab2o', 'CaptainDirty', 'Juliette']",bab2o,CaptainDirty,Juliette
Saison 4 J1,Saison 4,J1,2022-06-01 18:20:45,20220601T182045.000Z,CaptainDirty,#8L9QQYC2,victory,bounty,JANET,9,2,True,,,,,"['CaptainDirty', 'bab2o', 'Juliette']",CaptainDirty,bab2o,Juliette
Saison 4 J1,Saison 4,J1,2022-06-01 18:20:45,20220601T182045.000Z,bab2o,#29RG28UJY,victory,bounty,ROSA,9,2,True,,,,,"['CaptainDirty', 'bab2o', 'Juliette']",CaptainDirty,bab2o,Juliette
Saison 4 J1,Saison 4,J1,2022-06-01 18:20:45,20220601T182045.000Z,Juliette,#YQPRCLC9J,victory,bounty,JACKY,9,2,True,,,,,"['CaptainDirty', 'bab2o', 'Juliette']",CaptainDirty,bab2o,Juliette
Saison 4 J1,Saison 4,J1,2022-06-01 18:21:19,20220601T182119.000Z,poseidon,#U20VP2L2,victory,heist,RICO,9,2,True,,,,,"['poseidon', 'tonio', 'mthg_']",poseidon,tonio,mthg_
Saison 4 J1,Saison 4,J1,2022-06-01 18:21:19,20220601T182119.000Z,tonio,#9GY2PU0Q,victory,heist,PIPER,9,2,True,,,,,"['poseidon', 'tonio', 'mthg_']",poseidon,tonio,mthg_
Saison 4 J1,Saison 4,J1,2022-06-01 18:21:19,20220601T182119.000Z,mthg_,#L0VRP2G9,victory,heist,SPIKE,9,2,True,,,,,"['poseidon', 'tonio', 'mthg_']",poseidon,tonio,mthg_
Saison 4 J1,Saison 4,J1,2022-06-01 18:29:03,20220601T182903.000Z,tonio,#9GY2PU0Q,victory,gemGrab,NITA,9,2,True,,,,,"['tonio', 'mthg_', 'poseidon']",tonio,mthg_,poseidon
Saison 4 J1,Saison 4,J1,2022-06-01 18:29:03,20220601T182903.000Z,mthg_,#L0VRP2G9,victory,gemGrab,SPIKE,9,2,True,,,,,"['tonio', 'mthg_', 'poseidon']",tonio,mthg_,poseidon
Saison 4 J1,Saison 4,J1,2022-06-01 18:29:03,20220601T182903.000Z,poseidon,#U20VP2L2,victory,gemGrab,RICO,9,2,True,,,,,"['tonio', 'mthg_', 'poseidon']",tonio,mthg_,poseidon
Saison 4 J1,Saison 4,J1,2022-06-02 06:41:32,20220602T064132.000Z,Maitre Yoda,#280CU8P8Y,victory,brawlBall,NITA,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J1,Saison 4,J1,2022-06-02 06:41:32,20220602T064132.000Z,HugoNeet🚭,#PCYC9V2Q0,victory,brawlBall,POCO,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J1,Saison 4,J1,2022-06-02 06:47:59,20220602T064759.000Z,Maitre Yoda,#280CU8P8Y,victory,heist,JANET,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J1,Saison 4,J1,2022-06-02 06:47:59,20220602T064759.000Z,HugoNeet🚭,#PCYC9V2Q0,victory,heist,PENNY,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J1,Saison 4,J1,2022-06-02 10:04:45,20220602T100445.000Z,⚡️ Sukuna ⚡️,#9RGCQ0UYC,victory,bounty,BYRON,9,2,True,,,,,"['⚡️ Sukuna ⚡️', '🌑🈲Kãgâmíī㊙️🎴']",⚡️ Sukuna ⚡️,🌑🈲Kãgâmíī㊙️🎴,
Saison 4 J1,Saison 4,J1,2022-06-02 10:04:45,20220602T100445.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,victory,bounty,BEA,9,2,True,,,,,"['⚡️ Sukuna ⚡️', '🌑🈲Kãgâmíī㊙️🎴']",⚡️ Sukuna ⚡️,🌑🈲Kãgâmíī㊙️🎴,
Saison 4 J1,Saison 4,J1,2022-06-02 10:16:01,20220602T101601.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,victory,heist,STU,9,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', '⚡️ Sukuna ⚡️']",🌑🈲Kãgâmíī㊙️🎴,⚡️ Sukuna ⚡️,
Saison 4 J1,Saison 4,J1,2022-06-02 10:16:01,20220602T101601.000Z,⚡️ Sukuna ⚡️,#9RGCQ0UYC,victory,heist,LOLA,9,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', '⚡️ Sukuna ⚡️']",🌑🈲Kãgâmíī㊙️🎴,⚡️ Sukuna ⚡️,
Saison 4 J1,Saison 4,J1,2022-06-02 13:05:10,20220602T130510.000Z,💠 GoJo 💠,#LUUGUJVQ,victory,hotZone,MEG,9,2,True,,,,,"['💠 GoJo 💠', '♣️megumi♣️']",💠 GoJo 💠,♣️megumi♣️,
Saison 4 J1,Saison 4,J1,2022-06-02 13:05:10,20220602T130510.000Z,♣️megumi♣️,#2PC8U08Q,victory,hotZone,SPIKE,9,2,True,,,,,"['💠 GoJo 💠', '♣️megumi♣️']",💠 GoJo 💠,♣️megumi♣️,
Saison 4 J1,Saison 4,J1,2022-06-02 13:11:12,20220602T131112.000Z,💠 GoJo 💠,#LUUGUJVQ,victory,brawlBall,GRIFF,9,2,True,,,,,"['💠 GoJo 💠', 'Croqueur', '♣️megumi♣️']",💠 GoJo 💠,Croqueur,♣️megumi♣️
Saison 4 J1,Saison 4,J1,2022-06-02 13:11:12,20220602T131112.000Z,Croqueur,#8G8YVU0VU,victory,brawlBall,EVE,9,2,True,,,,,"['💠 GoJo 💠', 'Croqueur', '♣️megumi♣️']",💠 GoJo 💠,Croqueur,♣️megumi♣️
Saison 4 J1,Saison 4,J1,2022-06-02 13:11:12,20220602T131112.000Z,♣️megumi♣️,#2PC8U08Q,victory,brawlBall,SPIKE,9,2,True,,,,,"['💠 GoJo 💠', 'Croqueur', '♣️megumi♣️']",💠 GoJo 💠,Croqueur,♣️megumi♣️
Saison 4 J1,Saison 4,J1,2022-06-02 13:18:51,20220602T131851.000Z,Croqueur,#8G8YVU0VU,victory,heist,EVE,9,2,True,,,,,"['Croqueur', 'Cryox']",Croqueur,Cryox,
Saison 4 J1,Saison 4,J1,2022-06-02 13:18:51,20220602T131851.000Z,Cryox,#VYCUP02,victory,heist,EMZ,9,2,True,,,,,"['Croqueur', 'Cryox']",Croqueur,Cryox,
Saison 4 J2,Saison 4,J2,2022-06-03 14:38:49,20220603T143849.000Z,Kralito,#YR9UGCV8,victory,hotZone,RICO,9,2,True,,,,,"['Kralito', 'CaptainDirty']",Kralito,CaptainDirty,
Saison 4 J2,Saison 4,J2,2022-06-03 14:38:49,20220603T143849.000Z,CaptainDirty,#8L9QQYC2,victory,hotZone,BROCK,9,2,True,,,,,"['Kralito', 'CaptainDirty']",Kralito,CaptainDirty,
Saison 4 J2,Saison 4,J2,2022-06-03 14:45:25,20220603T144525.000Z,CaptainDirty,#8L9QQYC2,victory,bounty,JANET,9,2,True,,,,,"['CaptainDirty', 'Kralito', 'poseidon']",CaptainDirty,Kralito,poseidon
Saison 4 J2,Saison 4,J2,2022-06-03 14:45:25,20220603T144525.000Z,Kralito,#YR9UGCV8,victory,bounty,JACKY,9,2,True,,,,,"['CaptainDirty', 'Kralito', 'poseidon']",CaptainDirty,Kralito,poseidon
Saison 4 J2,Saison 4,J2,2022-06-03 14:45:25,20220603T144525.000Z,poseidon,#U20VP2L2,victory,bounty,TARA,9,2,True,,,,,"['CaptainDirty', 'Kralito', 'poseidon']",CaptainDirty,Kralito,poseidon
Saison 4 J2,Saison 4,J2,2022-06-03 17:30:36,20220603T173036.000Z,bazook.F,#R2UPR9VC,victory,hotZone,BO,9,2,True,,,,,"['bazook.F', 'Paffiver']",bazook.F,Paffiver,
Saison 4 J2,Saison 4,J2,2022-06-03 17:30:36,20220603T173036.000Z,Paffiver,#99RLU8LQ,victory,hotZone,EVE,9,2,True,,,,,"['bazook.F', 'Paffiver']",bazook.F,Paffiver,
Saison 4 J2,Saison 4,J2,2022-06-03 20:40:52,20220603T204052.000Z,Croqueur,#8G8YVU0VU,victory,knockout,SQUEAK,9,2,True,,,,,"['Croqueur', 'bab2o']",Croqueur,bab2o,
Saison 4 J2,Saison 4,J2,2022-06-03 20:40:52,20220603T204052.000Z,bab2o,#29RG28UJY,victory,knockout,SPIKE,9,2,True,,,,,"['Croqueur', 'bab2o']",Croqueur,bab2o,
Saison 4 J2,Saison 4,J2,2022-06-03 20:59:57,20220603T205957.000Z,Hermione,#L29YPY8G,victory,hotZone,SURGE,9,2,True,,,,,"['Hermione', 'Clot', 'Thomazinho']",Hermione,Clot,Thomazinho
Saison 4 J2,Saison 4,J2,2022-06-03 20:59:57,20220603T205957.000Z,Clot,#YY8VGJ9UR,victory,hotZone,JESSIE,9,2,True,,,,,"['Hermione', 'Clot', 'Thomazinho']",Hermione,Clot,Thomazinho
Saison 4 J2,Saison 4,J2,2022-06-03 20:59:57,20220603T205957.000Z,Thomazinho,#PVJCL00P,victory,hotZone,SHELLY,9,2,True,,,,,"['Hermione', 'Clot', 'Thomazinho']",Hermione,Clot,Thomazinho
Saison 4 J2,Saison 4,J2,2022-06-04 09:21:31,20220604T092131.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,victory,heist,SPIKE,9,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', '♣️megumi♣️']",🌑🈲Kãgâmíī㊙️🎴,♣️megumi♣️,
Saison 4 J2,Saison 4,J2,2022-06-04 09:21:31,20220604T092131.000Z,♣️megumi♣️,#2PC8U08Q,victory,heist,BROCK,9,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', '♣️megumi♣️']",🌑🈲Kãgâmíī㊙️🎴,♣️megumi♣️,
Saison 4 J2,Saison 4,J2,2022-06-04 09:47:06,20220604T094706.000Z,♣️megumi♣️,#2PC8U08Q,victory,knockout,SPIKE,9,2,True,,,,,"['♣️megumi♣️', '🌑🈲Kãgâmíī㊙️🎴']",♣️megumi♣️,🌑🈲Kãgâmíī㊙️🎴,
Saison 4 J2,Saison 4,J2,2022-06-04 09:47:06,20220604T094706.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,victory,knockout,CROW,9,2,True,,,,,"['♣️megumi♣️', '🌑🈲Kãgâmíī㊙️🎴']",♣️megumi♣️,🌑🈲Kãgâmíī㊙️🎴,
Saison 4 J2,Saison 4,J2,2022-06-04 11:14:32,20220604T111432.000Z,Raptoris,#22JJ92GP2,victory,brawlBall,BULL,9,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 4 J2,Saison 4,J2,2022-06-04 11:14:32,20220604T111432.000Z,RaZoR,#Y09GU88RJ,victory,brawlBall,SURGE,9,2,True,,,,,"['Raptoris', 'RaZoR']",Raptoris,RaZoR,
Saison 4 J2,Saison 4,J2,2022-06-04 11:17:55,20220604T111755.000Z,RaZoR,#Y09GU88RJ,victory,heist,DARRYL,9,2,True,,,,,"['RaZoR', 'Raptoris']",RaZoR,Raptoris,
Saison 4 J2,Saison 4,J2,2022-06-04 11:17:55,20220604T111755.000Z,Raptoris,#22JJ92GP2,victory,heist,RICO,9,2,True,,,,,"['RaZoR', 'Raptoris']",RaZoR,Raptoris,
Saison 4 J2,Saison 4,J2,2022-06-04 11:47:41,20220604T114741.000Z,Paffiver Fils,#L2J88PJU9,victory,knockout,GENE,9,2,True,,,,,"['Paffiver Fils', 'mthg_', 'Juliette']",Paffiver Fils,mthg_,Juliette
Saison 4 J2,Saison 4,J2,2022-06-04 11:47:41,20220604T114741.000Z,mthg_,#L0VRP2G9,victory,knockout,SPIKE,9,2,True,,,,,"['Paffiver Fils', 'mthg_', 'Juliette']",Paffiver Fils,mthg_,Juliette
Saison 4 J2,Saison 4,J2,2022-06-04 11:47:41,20220604T114741.000Z,Juliette,#YQPRCLC9J,victory,knockout,BROCK,9,2,True,,,,,"['Paffiver Fils', 'mthg_', 'Juliette']",Paffiver Fils,mthg_,Juliette
Saison 4 J2,Saison 4,J2,2022-06-04 11:53:06,20220604T115306.000Z,Paffiver Fils,#L2J88PJU9,victory,gemGrab,BARLEY,9,2,True,,,,,"['Paffiver Fils', 'Juliette', 'mthg_']",Paffiver Fils,Juliette,mthg_
Saison 4 J2,Saison 4,J2,2022-06-04 11:53:06,20220604T115306.000Z,Juliette,#YQPRCLC9J,victory,gemGrab,EMZ,9,2,True,,,,,"['Paffiver Fils', 'Juliette', 'mthg_']",Paffiver Fils,Juliette,mthg_
Saison 4 J2,Saison 4,J2,2022-06-04 11:53:06,20220604T115306.000Z,mthg_,#L0VRP2G9,victory,gemGrab,SPIKE,9,2,True,,,,,"['Paffiver Fils', 'Juliette', 'mthg_']",Paffiver Fils,Juliette,mthg_
Saison 4 J2,Saison 4,J2,2022-06-04 13:38:25,20220604T133825.000Z,Maitre Yoda,#280CU8P8Y,victory,gemGrab,GROM,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J2,Saison 4,J2,2022-06-04 13:38:25,20220604T133825.000Z,HugoNeet🚭,#PCYC9V2Q0,victory,gemGrab,POCO,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J3,Saison 4,J3,2022-06-05 15:19:08,20220605T151908.000Z,💠 GoJo 💠,#LUUGUJVQ,victory,knockout,PIPER,9,2,True,,,,,"['💠 GoJo 💠', '♣️megumi♣️']",💠 GoJo 💠,♣️megumi♣️,
Saison 4 J3,Saison 4,J3,2022-06-05 15:19:08,20220605T151908.000Z,♣️megumi♣️,#2PC8U08Q,victory,knockout,SPIKE,9,2,True,,,,,"['💠 GoJo 💠', '♣️megumi♣️']",💠 GoJo 💠,♣️megumi♣️,
Saison 4 J3,Saison 4,J3,2022-06-05 15:24:33,20220605T152433.000Z,💠 GoJo 💠,#LUUGUJVQ,victory,gemGrab,TARA,9,2,True,,,,,"['💠 GoJo 💠', '♣️megumi♣️']",💠 GoJo 💠,♣️megumi♣️,
Saison 4 J3,Saison 4,J3,2022-06-05 15:24:33,20220605T152433.000Z,♣️megumi♣️,#2PC8U08Q,victory,gemGrab,SPIKE,9,2,True,,,,,"['💠 GoJo 💠', '♣️megumi♣️']",💠 GoJo 💠,♣️megumi♣️,
Saison 4 J3,Saison 4,J3,2022-06-05 20:47:11,20220605T204711.000Z,CaptainDirty,#8L9QQYC2,victory,knockout,BROCK,9,2,True,,,,,"['CaptainDirty', 'Cryox']",CaptainDirty,Cryox,
Saison 4 J3,Saison 4,J3,2022-06-05 20:47:11,20220605T204711.000Z,Cryox,#VYCUP02,victory,knockout,EMZ,9,2,True,,,,,"['CaptainDirty', 'Cryox']",CaptainDirty,Cryox,
Saison 4 J3,Saison 4,J3,2022-06-05 20:54:17,20220605T205417.000Z,CaptainDirty,#8L9QQYC2,victory,heist,AMBER,9,2,True,,,,,"['CaptainDirty', 'Cryox']",CaptainDirty,Cryox,
Saison 4 J3,Saison 4,J3,2022-06-05 20:54:17,20220605T205417.000Z,Cryox,#VYCUP02,victory,heist,PENNY,9,2,True,,,,,"['CaptainDirty', 'Cryox']",CaptainDirty,Cryox,
Saison 4 J3,Saison 4,J3,2022-06-06 09:33:32,20220606T093332.000Z,⚡️ Sukuna ⚡️,#9RGCQ0UYC,victory,gemGrab,RICO,9,2,True,,,,,"['⚡️ Sukuna ⚡️', '🌑🈲Kãgâmíī㊙️🎴']",⚡️ Sukuna ⚡️,🌑🈲Kãgâmíī㊙️🎴,
Saison 4 J3,Saison 4,J3,2022-06-06 09:33:32,20220606T093332.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,victory,gemGrab,JESSIE,9,2,True,,,,,"['⚡️ Sukuna ⚡️', '🌑🈲Kãgâmíī㊙️🎴']",⚡️ Sukuna ⚡️,🌑🈲Kãgâmíī㊙️🎴,
Saison 4 J3,Saison 4,J3,2022-06-06 09:47:01,20220606T094701.000Z,RaZoR,#Y09GU88RJ,victory,gemGrab,SURGE,9,2,True,,,,,"['RaZoR', 'Raptoris']",RaZoR,Raptoris,
Saison 4 J3,Saison 4,J3,2022-06-06 09:47:01,20220606T094701.000Z,Raptoris,#22JJ92GP2,victory,gemGrab,SANDY,9,2,True,,,,,"['RaZoR', 'Raptoris']",RaZoR,Raptoris,
Saison 4 J3,Saison 4,J3,2022-06-06 09:53:23,20220606T095323.000Z,🌑🈲Kãgâmíī㊙️🎴,#GRL0JLVG,victory,gemGrab,BEA,9,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', '⚡️ Sukuna ⚡️']",🌑🈲Kãgâmíī㊙️🎴,⚡️ Sukuna ⚡️,
Saison 4 J3,Saison 4,J3,2022-06-06 09:53:23,20220606T095323.000Z,⚡️ Sukuna ⚡️,#9RGCQ0UYC,victory,gemGrab,SANDY,9,2,True,,,,,"['🌑🈲Kãgâmíī㊙️🎴', '⚡️ Sukuna ⚡️']",🌑🈲Kãgâmíī㊙️🎴,⚡️ Sukuna ⚡️,
Saison 4 J3,Saison 4,J3,2022-06-06 10:00:43,20220606T100043.000Z,bab2o,#29RG28UJY,victory,knockout,BYRON,9,2,True,,,,,"['bab2o', 'ulyssigno', 'Clot']",bab2o,ulyssigno,Clot
Saison 4 J3,Saison 4,J3,2022-06-06 10:00:43,20220606T100043.000Z,ulyssigno,#P0UULUC2R,victory,knockout,LEON,9,2,True,,,,,"['bab2o', 'ulyssigno', 'Clot']",bab2o,ulyssigno,Clot
Saison 4 J3,Saison 4,J3,2022-06-06 10:00:43,20220606T100043.000Z,Clot,#YY8VGJ9UR,victory,knockout,PENNY,9,2,True,,,,,"['bab2o', 'ulyssigno', 'Clot']",bab2o,ulyssigno,Clot
Saison 4 J3,Saison 4,J3,2022-06-06 10:22:38,20220606T102238.000Z,Maitre Yoda,#280CU8P8Y,victory,heist,NITA,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J3,Saison 4,J3,2022-06-06 10:22:38,20220606T102238.000Z,HugoNeet🚭,#PCYC9V2Q0,victory,heist,BELLE,9,2,True,,,,,"['Maitre Yoda', 'HugoNeet🚭']",Maitre Yoda,HugoNeet🚭,
Saison 4 J3,Saison 4,J3,2022-06-06 12:34:14,20220606T123414.000Z,mthg_,#L0VRP2G9,victory,gemGrab,POCO,9,2,True,,,,,"['mthg_', 'Juliette', 'Hermione']",mthg_,Juliette,Hermione
Saison 4 J3,Saison 4,J3,2022-06-06 12:34:14,20220606T123414.000Z,Juliette,#YQPRCLC9J,victory,gemGrab,BO,9,2,True,,,,,"['mthg_', 'Juliette', 'Hermione']",mthg_,Juliette,Hermione
Saison 4 J3,Saison 4,J3,2022-06-06 12:34:14,20220606T123414.000Z,Hermione,#L29YPY8G,victory,gemGrab,TARA,9,2,True,,,,,"['mthg_', 'Juliette', 'Hermione']",mthg_,Juliette,Hermione
Saison 4 J3,Saison 4,J3,2022-06-06 12:40:02,20220606T124002.000Z,Paffiver,#99RLU8LQ,victory,knockout,SPROUT,9,2,True,,,,,"['Paffiver', 'tonio', 'Thomazinho']",Paffiver,tonio,Thomazinho
Saison 4 J3,Saison 4,J3,2022-06-06 12:40:02,20220606T124002.000Z,tonio,#9GY2PU0Q,victory,knockout,MR. P,9,2,True,,,,,"['Paffiver', 'tonio', 'Thomazinho']",Paffiver,tonio,Thomazinho
Saison 4 J3,Saison 4,J3,2022-06-06 12:40:02,20220606T124002.000Z,Thomazinho,#PVJCL00P,victory,knockout,BO,9,2,True,,,,,"['Paffiver', 'tonio', 'Thomazinho']",Paffiver,tonio,Thomazinho
Saison 4 J3,Saison 4,J3,2022-06-06 12:46:54,20220606T124654.000Z,Thomazinho,#PVJCL00P,victory,bounty,TARA,9,2,True,,,,,"['Thomazinho', 'Paffiver', 'tonio']",Thomazinho,Paffiver,tonio
Saison 4 J3,Saison 4,J3,2022-06-06 12:46:54,20220606T124654.000Z,Paffiver,#99RLU8LQ,victory,bounty,EL PRIMO,9,2,True,,,,,"['Thomazinho', 'Paffiver', 'tonio']",Thomazinho,Paffiver,tonio
Saison 4 J3,Saison 4,J3,2022-06-06 12:46:54,20220606T124654.000Z,tonio,#9GY2PU0Q,victory,bounty,EMZ,9,2,True,,,,,"['Thomazinho', 'Paffiver', 'tonio']",Thomazinho,Paffiver,tonio
Saison 4 J3,Saison 4,J3,2022-06-06 12:48:34,20220606T124834.000Z,Hermione,#L29YPY8G,victory,gemGrab,ROSA,9,2,True,,,,,"['Hermione', 'mthg_', 'Juliette']",Hermione,mthg_,Juliette
Saison 4 J3,Saison 4,J3,2022-06-06 12:48:34,20220606T124834.000Z,mthg_,#L0VRP2G9,victory,gemGrab,POCO,9,2,True,,,,,"['Hermione', 'mthg_', 'Juliette']",Hermione,mthg_,Juliette
Saison 4 J3,Saison 4,J3,2022-06-06 12:48:34,20220606T124834.000Z,Juliette,#YQPRCLC9J,victory,gemGrab,JESSIE,9,2,True,,,,,"['Hermione', 'mthg_', 'Juliette']",Hermione,mthg_,Juliette
Saison 4 J3,Saison 4,J3,2022-06-06 13:42:49,20220606T134249.000Z,kozuka98,#YY82CQ9R,victory,bounty,SPIKE,9,2,True,,,,,"['kozuka98', 'Paffiver Fils']",kozuka98,Paffiver Fils,
Saison 4 J3,Saison 4,J3,2022-06-06 13:42:49,20220606T134249.000Z,Paffiver Fils,#L2J88PJU9,victory,bounty,PAM,9,2,True,,,,,"['kozuka98', 'Paffiver Fils']",kozuka98,Paffiver Fils,
Saison 5 J1,Saison 5,J1,2022-06-08 16:00:21,20220608T160021.000Z,ulyssigno,#P0UULUC2R,victory,hotZone,SPIKE,9,2,True,,,,,"['ulyssigno', 'Paffiver', '⭐️TTB|Apsou™️✨']",ulyssigno,Paffiver,⭐️TTB|Apsou™️✨
Saison 5 J1,Saison 5,J1,2022-06-08 16:00:21,20220608T160021.000Z,Paffiver,#99RLU8LQ,victory,hotZone,DARRYL,9,2,True,,,,,"['ulyssigno', 'Paffiver', '⭐️TTB|Apsou™️✨']",ulyssigno,Paffiver,⭐️TTB|Apsou™️✨
Saison 5 J1,Saison 5,J1,2022-06-08 16:00:21,20220608T160021.000Z,⭐️TTB|Apsou™️✨,#28P0RJG0,victory,hotZone,BEA,9,2,True,,,,,"['ulyssigno', 'Paffiver', '⭐️TTB|Apsou™️✨']",ulyssigno,Paffiver,⭐️TTB|Apsou™️✨
Saison 5 J1,Saison 5,J1,2022-06-08 21:51:06,20220608T215106.000Z,CaptainDirty,#8L9QQYC2,victory,bounty,BROCK,9,2,True,,,,,"['CaptainDirty', 'poseidon', 'bab2o']",CaptainDirty,poseidon,bab2o
